"sequencial_candidato","nome","numero_cadidato","UF","partido","setor_economico_receita","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos/comites","recursos_de_partidos","recursos_de_pessoas_físicas","recursos_de_pessoas_juridicas","recursos_proprios","votos","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","setor_economico_despesa","cargo","idade","sexo","grau","estado_civil"
"150000000488","IVANILDO DUNGA GONÇALVES",3333,"PB","PMN","#NULO",13,5,15543.1,1195.62307692308,2090,286.1,8707,NA,4460,1315,22,9,15543.1,706.504545454545,"#NULO","DEPUTADO FEDERAL",47,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000002801","JEFERSON BARROS DA SILVA",5045,"RJ","PSOL","#NULO",9,8,9650,1072.22222222222,NA,NA,8550,1100,NA,3701,20,7,9609.8,480.49,"#NULO","DEPUTADO FEDERAL",43,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"110000000011","JOSÉ AUGUSTO DA SILVA CURVO",1212,"MT","PDT","Fabricação de embalagens de material plástico",58,24,1377800.42,23755.1796551724,137211.04,NA,176465,1063356.94,767.44,34109,755,464,1377428.61,1824.40875496689,"#NULO","DEPUTADO FEDERAL",65,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000001491","ALESSANDRO GEORGE SOUZA DA HORA",2016,"RJ","PSC","#NULO",7,5,7313.19,1044.74142857143,4569.19,NA,2724,NA,20,584,7,5,7313.19,1044.74142857143,"#NULO","DEPUTADO FEDERAL",34,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"160000000693","NAIR LENZ",1717,"PR","PSL","Atividades de organizações políticas",6,2,7780,1296.66666666667,7780,NA,NA,NA,NA,4428,6,2,7780,1296.66666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",43,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"130000001995","JEFFERSON BASTOS GONÇALVES",1780,"MG","PSL","#NULO",1,1,150,150,NA,NA,150,NA,NA,154,1,1,150,150,"#NULO","DEPUTADO FEDERAL",45,"MASCULINO","SUPERIOR INCOMPLETO","VIÚVO(A)"
"240000000124","SIDNEI MARCOS PETRY",4444,"SC","PRP","Atividades de organizações políticas",1,1,205.13,205.13,NA,205.13,NA,NA,NA,1669,1,1,205.13,205.13,"Atividades de organizações políticas","DEPUTADO FEDERAL",40,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"160000000624","AGNALDO JOSÉ BASTOS JULIO",4005,"PR","PSB","Fabricação de calçados de couro",13,4,116200,8938.46153846154,NA,NA,NA,111200,5000,10891,163,40,116203.4,712.904294478528,"#NULO","DEPUTADO FEDERAL",43,"MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)"
"130000000845","CACILDA MARIA CARVALHO DA CRUZ",1505,"MG","PMDB","Atividades de organizações políticas",17,5,11802.04,694.237647058824,6937.25,4618.79,NA,246,NA,1371,17,5,11802.04,694.237647058824,"Atividades de organizações políticas","DEPUTADO FEDERAL",54,"FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"50000000155","JOSÉ CARLOS LEÃO DE ARAUJO",5500,"BA","PSD","Atividades de organizações políticas",131,26,1225075.56,9351.72183206107,40659.41,690000,59500,429461.89,5454.26,72013,263,107,1225075.56,4658.08197718631,"Atividades de organizações políticas","DEPUTADO FEDERAL",69,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"250000000680","AUDEIDE CARDOSO",2214,"SP","PR","Atividades de organizações políticas",6,1,5598,933,5598,NA,NA,NA,NA,213,7,3,5598,799.714285714286,"Atividades de organizações políticas","DEPUTADO FEDERAL",48,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"130000000837","ALFREDO DA SILVA RAMALHO",1020,"MG","PRB","#NULO",52,38,116861.04,2247.32769230769,70656.93,NA,23620,18700,3884.11,16451,132,67,116945.42,885.950151515152,"#NULO","DEPUTADO FEDERAL",49,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000001170","SÉRGIO LUCIO DE ALMEIDA",4010,"MG","PSB","#NULO",153,136,998330.88,6525.03843137255,2830,30000,737130.88,188870,39500,67459,587,387,998330.88,1700.73403747871,"#NULO","DEPUTADO FEDERAL",54,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000959","MILTON SOARES MUCHIUTTE",4310,"SP","PV","Atividades de organizações políticas",19,10,54624,2874.94736842105,2354,NA,7800,44470,NA,3868,97,38,54435.69,561.192680412371,"#NULO","DEPUTADO FEDERAL",40,"MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)"
"190000002755","CRISTIANO AFRA DE CARVALHO",2869,"RJ","PRTB","Atividades de organizações políticas",34,6,19762.5,581.25,18963.5,99,700,NA,NA,1959,34,6,19762.5,581.25,"Atividades de organizações políticas","DEPUTADO FEDERAL",38,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"140000000754","JOSÉ WALDOLI FILGUEIRA VALENTE",2500,"PA","DEM","Atividades de organizações políticas",10,5,11450,1145,5650,NA,5800,NA,NA,15500,12,6,11450,954.166666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",67,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000000871","DELMA CRISTINA SILVA SANTOS",5133,"RJ","PEN","#NULO",22,20,12900,586.363636363636,NA,NA,7800,1600,3500,2327,23,20,12900,560.869565217391,"#NULO","DEPUTADO FEDERAL",53,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"170000000033","GILSON DA SILVA LIMA",9090,"PE","PROS","#NULO",2,2,50233.17,25116.585,NA,50000,233.17,NA,NA,6140,22,20,50460.34,2293.65181818182,"#NULO","DEPUTADO FEDERAL",41,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"50000000671","JOSÉ CARLOS DE JESUS RODRIGUES",1022,"BA","PRB","#NULO",5,5,18389,3677.8,NA,589,9000,5000,3800,39625,10,6,27947.3,2794.73,"#NULO","DEPUTADO FEDERAL",64,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"250000001366","POLLYANA FATIMA GAMA SANTOS",2351,"SP","PPS","#NULO",37,21,92686.81,2505.04891891892,23716.96,5000,42400,1569.85,20000,35854,100,58,92686.81,926.8681,"#NULO","DEPUTADO FEDERAL",39,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"210000000661","ÂNGELA FACHINELLO",1145,"RS","PP","#NULO",16,8,42085.31,2630.331875,NA,32620,5415.31,NA,4050,5187,101,25,42085.31,416.686237623762,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",24,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"130000000369","MANOEL BISPO DOS SANTOS",4380,"MG","PV","Atividades de organizações políticas",8,6,6040.6,755.075,2040.6,4000,NA,NA,NA,834,8,6,6040.6,755.075,"Atividades de organizações políticas","DEPUTADO FEDERAL",63,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"220000000349","IVAN PAULO RIBEIRO ROCHA",1123,"RO","PP","#NULO",32,9,383806.54,11993.954375,32107,619,NA,236960,113694.55,3262,239,124,383806.54,1605.88510460251,"#NULO","DEPUTADO FEDERAL",52,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000002162","JOSÉ MARIO YAMASHITA",1178,"SP","PP","#NULO",10,2,100025.94,10002.594,90,NA,NA,NA,99935.94,604,42,25,100029.97,2381.66595238095,"#NULO","DEPUTADO FEDERAL",64,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"250000001347","IZAQUE JOSE DA SILVA",4556,"SP","PSDB","Atividades de organizações políticas",70,23,120644.46,1723.49228571429,45904.46,NA,53000,11740,10000,33724,165,43,120644.44,731.178424242424,"#NULO","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000630","JOSÉ CARLOS ALELUIA COSTA",2555,"BA","DEM","#NULO",93,64,3523080,37882.5806451613,5e+05,2243080,159000,621000,NA,101924,1080,580,3521015.65,3260.19967592593,"#NULO","DEPUTADO FEDERAL",66,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000001912","ÉVELIN LUCÍLIA DA PIEDADE",1278,"MG","PDT","Atividades de organizações políticas",7,5,4568.5,652.642857142857,2273.5,NA,2000,295,NA,226,7,6,4568.5,652.642857142857,"Atividades de organizações políticas","DEPUTADO FEDERAL",35,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"60000000403","FRANCISCO RIBEIRO TORRES",5090,"CE","PSOL","#NULO",3,2,1500,500,500,NA,1000,NA,NA,368,3,2,1500,500,"#NULO","DEPUTADO FEDERAL",44,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"50000000016","PAULA CRISTINA DE SIQUEIRA PINHEIRO",5014,"BA","PSOL","#NULO",1,1,250,250,NA,NA,250,NA,NA,156,1,1,250,250,"#NULO","DEPUTADO FEDERAL",48,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"140000000918","ANTONIO ARMANDO AMARAL DE CASTRO JUNIOR",4510,"PA","PSDB","Atividades de organizações políticas",9,7,91783.33,10198.1477777778,51083.33,NA,40000,700,NA,17533,92,50,91783.33,997.644891304348,"#NULO","DEPUTADO FEDERAL",29,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"260000000020","FLAVIANO CORREIA CARDOSO",5090,"SE","PSOL","Atividades de organizações políticas",14,5,5737.67,409.833571428571,1746.67,NA,991,NA,3000,431,14,5,5668.67,404.905,"Atividades de organizações políticas","DEPUTADO FEDERAL",33,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"230000000266","MARTA ALVES NASCIMENTO",2255,"RR","PR","#NULO",7,4,6394.02,913.431428571429,NA,2754.02,3640,NA,NA,21,7,4,6394.02,913.431428571429,"#NULO","DEPUTADO FEDERAL",27,"FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)"
"140000000954","MARIA EVANDINA PAIXÃO DE SOUZA",1940,"PA","PTN","#NULO",2,2,100,50,NA,NA,100,NA,NA,17,2,2,100,50,"#NULO","DEPUTADO FEDERAL",46,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"50000000653","JOSÉ RAIMUNDO SAMPAIO OLIVEIRA",1515,"BA","PMDB","#NULO",8,3,424412.46,53051.5575,NA,302912.46,6000,NA,115500,6241,23,13,424412.46,18452.7156521739,"#NULO","DEPUTADO FEDERAL",49,"MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)"
"120000000435","MARIA THEREZA BARBOSA DE SOUZA",1744,"MS","PSL","Atividades de organizações políticas",16,5,91024,5689,300,41020,49704,NA,NA,295,61,23,91024,1492.19672131148,"#NULO","DEPUTADO FEDERAL",58,"FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"100000000510","ALUISIO GUIMARÃES MENDES FILHO",2727,"MA","PSDC","#NULO",13,6,526268.15,40482.1653846154,NA,NA,120000,92238.15,314030,50658,48,19,561058.16,11688.7116666667,"#NULO","DEPUTADO FEDERAL",52,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000000127","RODRIGO GOMES MARTINS ANDRADE",2190,"RJ","PCB","Atividades de organizações políticas",1,1,50,50,50,NA,NA,NA,NA,107,1,1,50,50,"Atividades de organizações políticas","DEPUTADO FEDERAL",33,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000000122","EUCLYDES MARCOS PETTERSEN NETO",1415,"MG","PTB","#NULO",115,51,834160.31,7253.56791304348,10301.68,5192,193138,625528.63,NA,42525,740,605,833771,1126.71756756757,"#NULO","DEPUTADO FEDERAL",30,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000002940","DELDI TEIXEIRA SILVA",3151,"SP","PHS","Atividades de organizações políticas",7,1,783,111.857142857143,783,NA,NA,NA,NA,552,7,1,783,111.857142857143,"Atividades de organizações políticas","DEPUTADO FEDERAL",45,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"60000000659","JOSÉ RODRIGUES DE ALBUQUERQUE",3640,"CE","PTC","#NULO",1,1,1000,1000,NA,NA,NA,NA,1000,1969,2,2,1000,500,"#NULO","DEPUTADO FEDERAL",56,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000002979","ELCY RIBEIRO DOS SANTOS",4448,"SP","PRP","Atividades de organizações políticas",5,2,497.3,99.46,497.3,NA,NA,NA,NA,284,5,2,497.3,99.46,"Atividades de organizações políticas","DEPUTADO FEDERAL",48,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"130000001119","VINICIUS SAMOR DE LACERDA",7099,"MG","PT do B","#NULO",25,11,56799.51,2271.9804,42119.51,NA,2900,5680,6100,14568,60,33,56799.51,946.6585,"#NULO","DEPUTADO FEDERAL",26,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"160000000424","MOISES DE CAMARGO",4363,"PR","PV","Atividades de organizações políticas",8,4,1686.63,210.82875,490.17,896.46,300,NA,NA,696,8,4,1686.63,210.82875,"Atividades de organizações políticas","DEPUTADO FEDERAL",65,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"190000001496","JOSEMAR FREIRE DOS SANTOS",2010,"RJ","PSC","Atividades de organizações políticas",5,3,5071.69,1014.338,1357.5,3414.19,NA,NA,300,7057,5,3,5071.69,1014.338,"Atividades de organizações políticas","DEPUTADO FEDERAL",62,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001424","WILMA PIRANI AMORIM",4085,"SP","PSB","Atividades de organizações políticas",6,1,8014.46,1335.74333333333,8014.46,NA,NA,NA,NA,741,6,1,8014.46,1335.74333333333,"Atividades de organizações políticas","DEPUTADO FEDERAL",53,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"250000000813","ADELAIDE PEREIRA DE SOUSA",7750,"SP","SD","Atividades de organizações políticas",12,1,8795.53,732.960833333333,NA,8795.53,NA,NA,NA,568,12,1,8795.53,732.960833333333,"Atividades de organizações políticas","DEPUTADO FEDERAL",50,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"190000000670","ARMANDO DA SILVA CARNEIRO",4005,"RJ","PSB","Atividades de organizações políticas",16,4,3490,218.125,2840,NA,650,NA,NA,512,16,4,3490,218.125,"Atividades de organizações políticas","DEPUTADO FEDERAL",52,"MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)"
"190000002711","EVALCIR SANTOS DA SILVA",4433,"RJ","PRP","#NULO",11,5,10632.5,966.590909090909,952.5,NA,3500,NA,6180,1712,15,6,10550.35,703.356666666667,"#NULO","DEPUTADO FEDERAL",44,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"230000000267","NÚBIA ABRANTES GOMES",1510,"RR","PMDB","Atividades de organizações políticas",6,3,10859.53,1809.92166666667,1849.53,3000,NA,NA,6010,342,14,8,10831.1,773.65,"Impressão de material para outros usos","DEPUTADO FEDERAL",52,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"190000001016","CINIRA GABRIELA DA SILVA CORREIA MOYSÉS",2572,"RJ","DEM","#NULO",2,2,600,300,NA,NA,600,NA,NA,44,2,2,600,300,"#NULO","DEPUTADO FEDERAL",61,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"130000000909","WOSHINGTON LUIS VIANA",1501,"MG","PMDB","Atividades de organizações políticas",8,3,6245.18,780.6475,1972.5,4272.68,NA,NA,NA,3299,8,3,6245.18,780.6475,"Atividades de organizações políticas","DEPUTADO FEDERAL",56,"MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","DIVORCIADO(A)"
"130000000854","FERNANDO ANTONIO CARVALHO FRANCO",1045,"MG","PRB","#NULO",7,3,24664.7,3523.52857142857,NA,NA,11760.3,NA,12904.4,5126,21,11,24664.7,1174.50952380952,"#NULO","DEPUTADO FEDERAL",56,"MASCULINO","SUPERIOR COMPLETO","VIÚVO(A)"
"70000000669","MIRIAM CRISTINA DIENSTMANN STEIN",2888,"DF","PRTB","Compra e venda de imóveis próprios",10,5,21900,2190,NA,200,200,20000,1500,1244,32,23,21900,684.375,"#NULO","DEPUTADO FEDERAL",38,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"190000002394","ALMIR SOARES DE GOIS",1215,"RJ","PDT","Atividades de organizações políticas",6,4,10177.5,1696.25,4177.5,NA,6000,NA,NA,373,6,4,10177.5,1696.25,"Atividades de organizações políticas","DEPUTADO FEDERAL",46,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"100000000626","ROSEANE SALES DA SILVA MOREIRA",6512,"MA","PC do B","#NULO",29,19,102499.84,3534.47724137931,3733.33,79500,13100,NA,6166.51,33929,113,76,102487.01,906.964690265487,"#NULO","DEPUTADO FEDERAL",44,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"190000000639","FERNANDO GOMES CID",6513,"RJ","PC do B","#NULO",34,23,48738.28,1433.47882352941,5665,910,19663.28,NA,22500,10418,35,19,48738.28,1392.52228571429,"#NULO","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000001425","ALEXANDRE GOMES FERREIRA",3670,"MG","PTC","Atividades de organizações políticas",9,5,5968.93,663.214444444444,4988.93,NA,980,NA,NA,905,9,5,5968.93,663.214444444444,"Atividades de organizações políticas","DEPUTADO FEDERAL",44,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"190000001926","KLAINE RENES MEIRA DO NASCIMENTO",1901,"RJ","PTN","Atividades de organizações políticas",5,3,2260,452,1560,NA,700,NA,NA,157,5,3,2260,452,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"190000001320","CARLOS CESAR DE PAULA",1009,"RJ","PRB","#NULO",10,9,12600,1260,NA,NA,4600,NA,8000,269,19,12,12585.4,662.389473684211,"#NULO","DEPUTADO FEDERAL",51,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"80000000363","ANTONIO BUNGENSTAB DE LIMA",2800,"ES","PRTB","Atividades de organizações políticas",12,3,8039.75,669.979166666667,6739.75,NA,500,NA,800,1867,19,5,8035.75,422.934210526316,"Atividades de organizações políticas","DEPUTADO FEDERAL",61,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"20000000287","MARX BELTRÃO LIMA SIQUEIRA",1515,"AL","PMDB","#NULO",14,10,1262000,90142.8571428571,NA,1e+06,82000,180000,NA,123317,138,23,1262000,9144.92753623188,"Impressão de material para uso publicitário","DEPUTADO FEDERAL",34,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"20000000391","CLIUTON SANTOS",1022,"AL","PRB","Atividades de organizações políticas",11,5,15445.34,1404.12181818182,4740,5900,3200,NA,1605.34,425,13,9,15445.34,1188.10307692308,"#NULO","DEPUTADO FEDERAL",54,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"80000000401","IRACI APARECIDA MARQUES DE OLIVEIRA FERREIRA",1305,"ES","PT","#NULO",19,8,33437.5,1759.86842105263,15767.5,NA,1500,1200,14970,1815,29,14,33557.56,1157.15724137931,"Atividades de organizações políticas","DEPUTADO FEDERAL",35,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"250000001816","LUIS ALBERTO DOMINGOS CAMPANA",5059,"SP","PSOL","Fabricação de papel",2,2,661.95,330.975,300,NA,361.95,NA,NA,105,2,2,661.95,330.975,"Fabricação de papel","DEPUTADO FEDERAL",55,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"160000000521","ADRIANA FERREIRA",4332,"PR","PV","Atividades de organizações políticas",6,4,2010.89,335.148333333333,814.43,896.46,300,NA,NA,2458,6,4,2010.89,335.148333333333,"Atividades de organizações políticas","DEPUTADO FEDERAL",42,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"250000000656","ROGÉRIO RODRIGUES MATHIAS",1311,"SP","PT","#NULO",13,11,7680,590.769230769231,2930,NA,4750,NA,NA,16085,13,11,7680,590.769230769231,"#NULO","DEPUTADO FEDERAL",47,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"150000000173","HUGO MOTTA WANDERLEY DA NOBREGA",1522,"PB","PMDB","Atividades de organizações políticas",38,13,742259.17,19533.1360526316,34759.17,539500,68000,1e+05,NA,123686,257,53,736525.81,2865.85918287938,"#NULO","DEPUTADO FEDERAL",25,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"60000000090","JADSON SARTO ANGELO OLIVEIRA DE PONTES",4040,"CE","PSB","Atividades de organizações políticas",21,3,108967.26,5188.91714285714,21037.82,79396.11,8533.33,NA,NA,4771,66,32,115157.26,1744.80696969697,"#NULO","DEPUTADO FEDERAL",52,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"130000000287","ROBERTO ANTÔNIO VERÔNICA",1602,"MG","PSTU","Atividades de organizações políticas",29,3,3968.18,136.833793103448,NA,3402.4,60,NA,505.78,972,34,5,3864.53,113.662647058824,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"160000001242","JOSE APARECIDO DA SILVA",3611,"PR","PTC","Atividades de organizações políticas",11,5,5836.99,530.635454545455,2841.29,NA,2360,NA,635.7,2492,13,7,5836.99,448.999230769231,"#NULO","DEPUTADO FEDERAL",44,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"210000000118","SERGIO VIEIRA DA MOTTA",1578,"RS","PMDB","#NULO",5,4,15648.75,3129.75,6348.75,NA,9300,NA,NA,8342,28,16,15997.5,571.339285714286,"#NULO","DEPUTADO FEDERAL",47,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"140000001056","JUVENCIO ANTONIO VERGOLINO DIAS",3600,"PA","PTC","Atividades de organizações políticas",10,5,6580,658,5530,NA,1050,NA,NA,968,10,5,6580,658,"Atividades de organizações políticas","DEPUTADO FEDERAL",84,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"140000000094","CLAUDIO JOSÉ RAMOS FERNANDES",5020,"PA","PSOL","Atividades de organizações políticas",5,3,1395,279,475,490,NA,NA,430,396,5,4,1395,279,"Atividades de organizações políticas","DEPUTADO FEDERAL",48,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000941","JOSÉ LUIZ DE FRANÇA PENNA",4343,"SP","PV","Atividades de organizações políticas",99,28,912652.68,9218.71393939394,27869.7,677250.04,66560,115972.94,25000,52437,858,211,912089.2,1063.04102564103,"#NULO","DEPUTADO FEDERAL",68,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"30000000108","IRACELIA BARBOSA RODRIGUES",1220,"AP","PDT","Atividades de organizações políticas",11,4,9588.5,871.681818181818,3500,4088.5,2000,NA,NA,167,11,4,9588.5,871.681818181818,"Atividades de organizações políticas","DEPUTADO FEDERAL",41,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"190000001328","JULIO CÉSAR BARBOSA ALVES",1044,"RJ","PRB","#NULO",8,7,10215,1276.875,NA,3465,6750,NA,NA,897,13,10,10215,785.769230769231,"#NULO","DEPUTADO FEDERAL",58,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"70000000448","JAIME DE ARAUJO GOES RECENA GRASSI",4010,"DF","PSB","#NULO",225,185,467430.84,2077.4704,3024,119000,142371.85,181214.99,21820,13267,157,62,467430.84,2977.26649681529,"#NULO","DEPUTADO FEDERAL",33,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"130000000884","MAURO RIBEIRO LOPES",1511,"MG","PMDB","#NULO",197,130,3158428.85,16032.6337563452,11347.27,425215.58,429446,1960020,332400,129795,3678,2758,3158428.86,858.735415986949,"#NULO","DEPUTADO FEDERAL",78,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000160","JOSÉ ALVES ROCHA",2222,"BA","PR","Atividades de organizações políticas",129,24,1151015.24,8922.59875968992,20515.24,585000,26500,405000,114000,101663,281,31,1150445.79,4094.1131316726,"Atividades de organizações políticas","DEPUTADO FEDERAL",66,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000208","LANDISVALTH DOS SANTOS LIMA",4055,"BA","PSB","#NULO",17,5,31261.25,1838.89705882353,7789.25,NA,6572,NA,16900,901,20,8,31261.25,1563.0625,"#NULO","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000001477","WELTON LUIZ DE MELO",3636,"MG","PTC","Atividades de organizações políticas",7,5,11225,1603.57142857143,4745,NA,480,NA,6000,1465,9,7,11177.65,1241.96111111111,"Atividades de organizações políticas","DEPUTADO FEDERAL",46,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"190000003296","RODRIGO DE BOROBIA PIRES GONÇALVES",4501,"RJ","PSDB","#NULO",6,5,8023.11,1337.185,NA,400,5000.11,NA,2623,580,7,3,8023,1146.14285714286,"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","DEPUTADO FEDERAL",47,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"60000000783","FRANCISCO ANTONIO COSTA EMILIANO",1300,"CE","PT","#NULO",3,3,2500,833.333333333333,NA,NA,2500,NA,NA,6774,5,4,2499.2,499.84,"#NULO","DEPUTADO FEDERAL",42,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"140000000933","MARIA AUXILIADORA DA ROSA",4577,"PA","PSDB","Atividades de organizações políticas",2,2,5500,2750,500,5000,NA,NA,NA,688,6,3,5450,908.333333333333,"#NULO","DEPUTADO FEDERAL",51,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"190000000721","ROMARO DA CONCEIÇÃO AMARO",7010,"RJ","PT do B","#NULO",1,1,2700,2700,NA,NA,2700,NA,NA,1741,4,1,2700,675,"Impressão de material para uso publicitário","DEPUTADO FEDERAL",36,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"190000001432","ADRIANA XAVIER DA MATTA",1526,"RJ","PMDB","Atividades de organizações políticas",10,4,20620.02,2062.002,NA,19170,1450,NA,NA,611,16,9,20620.02,1288.75125,"#NULO","DEPUTADO FEDERAL",43,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000000907","ANGELO DOMINGOS NUCCI",4345,"SP","PV","#NULO",27,11,126125.58,4671.31777777778,1574.16,NA,73264.16,10000,41287.26,14335,108,59,125946.98,1166.17574074074,"#NULO","DEPUTADO FEDERAL",59,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"70000000676","JOÃO ALBERTO FRAGA SILVA",2525,"DF","DEM","#NULO",48,38,1515281.72,31568.3691666667,NA,1299777.73,38944,96559.99,80000,155056,950,478,1515281.72,1595.03338947368,"#NULO","DEPUTADO FEDERAL",58,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001293","ANTONIO CARLOS ESTABILE",1050,"SP","PRB","Atividades de organizações políticas",10,5,4659.86,465.986,2909.86,NA,1500,NA,250,707,11,6,4637.86,421.623636363636,"Atividades de organizações políticas","DEPUTADO FEDERAL",33,"MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)"
